"","GLMM_tree","Bart","BA","BaBart_N*1","BaBart_N*5","BaBart_N*10","Smearing_N*1_palt=0","Smearing_N*5_palt=0","Smearing_N*10_palt=0","Smearing_N*1_palt=0.25","Smearing_N*5_palt=0.25","Smearing_N*10_palt=0.25","Smearing_N*1_palt=0.5","Smearing_N*5_palt=0.5","Smearing_N*10_palt=0.5","BaBart_N*5_Nw","BaBart_N*10_Nw","Smearing_N*5_palt=0_Nw","Smearing_N*10_palt=0_Nw","Smearing_N*5_palt=0.25_Nw","Smearing_N*10_palt=0.25_Nw","Smearing_N*5_palt=0.5_Nw","Smearing_N*10_palt=0.5_Nw"
"1",0.175089119057405,0.0775740347956354,NA,0.122863175834101,0.177796563777706,0.177071558782022,0.16532408519285,0.132767218886715,0.170946610800286,0.265961090029606,0.245350240842858,0.270874428367926,0.416586564055681,0.462610099435797,0.456754453964362,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.198175210374473,0.0905148958059862,NA,0.159029837458364,0.200691809415456,0.201003610225558,0.158200508821393,0.199643059246662,0.218655659936543,0.294378736623561,0.302139535586479,0.324923344620292,0.584317669419029,0.55134291393507,0.542150730471911,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.135973441412908,0.07923763432722,NA,0.115812480963542,0.151868005739797,0.151665429566396,0.14742018823398,0.152220402789151,0.168077077772258,0.277694371439548,0.297583571755809,0.307769994570781,0.541308468501617,0.512425692318643,0.55187828861507,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.14987303049022,0.0658529854041758,NA,0.111280907835302,0.164568879922638,0.164300922192892,0.166013441739317,0.158708353294279,0.182080660902181,0.240633051144734,0.257803215872112,0.264022585065581,0.506186728184773,0.477391001259617,0.483810283476741,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.159738820496203,0.0975162808754304,NA,0.152114768167865,0.184954632018467,0.186015451800361,0.175215639463439,0.178102599694557,0.173934288464387,0.333922546129442,0.313531693647527,0.320234639819593,0.546309996354484,0.519737202860592,0.549231903141632,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.202948639485179,0.0954212795323039,NA,0.180878498600756,0.184276570819311,0.183800548930836,0.187670619924838,0.172741011894593,0.208874134282478,0.305495846616849,0.306376058651019,0.302000940638239,0.563228054461878,0.519984184192101,0.512169371118247,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.123937282709266,0.0691854855711141,NA,0.114206164489511,0.141792708493816,0.141991114728753,0.133248511355742,0.128083517296976,0.160898359267082,0.266863049316721,0.28147899953457,0.259676233069386,0.519866692474781,0.50404071702632,0.504663029646056,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.14716578865701,0.0856059904196074,NA,0.132272014449354,0.163737772530629,0.16370484606332,0.151677777343025,0.153474452020179,0.185029039726346,0.25222652855649,0.256972465107691,0.262389095339794,0.435679257807532,0.479748116949237,0.471557731931632,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.170186393684594,0.0853071139127735,NA,0.152399662830179,0.171791885333199,0.172235765158113,0.167626163739273,0.157724323057897,0.184901308953339,0.209864792698099,0.203530363407979,0.210864065422586,0.362769128495836,0.359735636725847,0.363639553697801,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.147469524288638,0.0749194785282095,NA,0.118514251266427,0.151875212489958,0.150601236985709,0.130168685326522,0.126127582972319,0.166173183383215,0.245835428966552,0.253704158679291,0.258601719403911,0.472848216052512,0.486080069766286,0.508845617749821,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.145985576383841,0.0837563336391985,NA,0.128303895547903,0.155175833797763,0.134028083086037,0.147749316450853,0.144150384302864,0.17775020949576,0.251499838919265,0.265902125219356,0.262599128881482,0.536111497741686,0.483325733672309,0.489776308300393,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.176146225376627,0.0748724716155093,NA,0.147979229611019,0.181721426289789,0.182177493790591,0.163264289811284,0.174932836995067,0.188934685647533,0.272837786286656,0.30248459772873,0.294611329282562,0.543210465432331,0.504378612188077,0.496487615986351,NA,NA,NA,NA,NA,NA,NA,NA
"13",0.135109075675823,0.0739443859154514,NA,0.111636050237022,0.136319247629229,0.136472049669432,0.132069352095277,0.13753856197997,0.161421061000772,0.253929916326903,0.267076540623735,0.262886595962252,0.453025113804376,0.480562582737606,0.546693413003114,NA,NA,NA,NA,NA,NA,NA,NA
"14",0.176434819664076,0.094802903134649,NA,0.154083397661042,0.176889519419716,0.185296429791713,0.170209574186785,0.188734720143198,0.186159546500696,0.336441168363523,0.292982740429683,0.293898296568499,0.503171995253748,0.526305428272796,0.507967982661387,NA,NA,NA,NA,NA,NA,NA,NA
"15",0.159724400993351,0.064406395363275,NA,0.152628133341384,0.172225398217615,0.135463069799565,0.159428939164992,0.159716031732019,0.172530592311184,0.215645400584014,0.24894460840618,0.236436983568841,0.373420099463369,0.418490200870093,0.422491491219186,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.118900013483693,0.0662663945360485,NA,0.11373524036496,0.134029827346989,0.136238842774356,0.133280288431205,0.138681142853595,0.157419324672842,0.266371305005734,0.259840631672687,0.250210883787189,0.496075575458197,0.435099825248149,0.49146723399446,NA,NA,NA,NA,NA,NA,NA,NA
"17",0.147999130729146,0.0710492333755433,NA,0.117174332714936,0.149241481222569,0.147564528327483,0.117756156382055,0.14275530810227,0.155457511213325,0.270224785343225,0.27047552786788,0.273592127802107,0.590170104173357,0.503074005325489,0.513822800569902,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.189740332618857,0.0931464207478663,NA,0.177938498966157,0.191787016051393,0.191434243244521,0.19369390914109,0.18562768980315,0.207610405440411,0.245337692346105,0.276047158273117,0.2699950788141,0.458404903448207,0.458192145152026,0.451564527923579,NA,NA,NA,NA,NA,NA,NA,NA
"19",0.18883022805928,0.101785455844112,NA,0.158377247528493,0.203129533036442,0.203433183052978,0.194463281894642,0.194750333011697,0.172975361233687,0.325342849726161,0.367471698410521,0.357201960717722,0.637334263936338,0.617010310195147,0.607479093513389,NA,NA,NA,NA,NA,NA,NA,NA
"20",0.197713894191799,0.0920855107240257,NA,0.169926890365136,0.204239442007961,0.20514735094177,0.177738444783396,0.214790488413006,0.19500869754193,0.274229204735697,0.262220370026494,0.254536587292679,0.412446817112184,0.435344849148067,0.410540597862006,NA,NA,NA,NA,NA,NA,NA,NA
"21",0.145985576383841,0.0837563336391985,NA,0.128303895547903,0.155175833797763,0.134028083086037,0.147749316450853,0.144150384302864,0.17775020949576,0.251499838919265,0.265902125219356,0.262599128881482,0.536111497741686,0.483325733672309,0.489776308300393,NA,NA,NA,NA,NA,NA,NA,NA
"22",0.176146225376627,0.0748724716155093,NA,0.147979229611019,0.181721426289789,0.182177493790591,0.163264289811284,0.174932836995067,0.188934685647533,0.272837786286656,0.30248459772873,0.294611329282562,0.543210465432331,0.504378612188077,0.496487615986351,NA,NA,NA,NA,NA,NA,NA,NA
"23",0.135109075675823,0.0739443859154514,NA,0.111636050237022,0.136319247629229,0.136472049669432,0.132069352095277,0.13753856197997,0.161421061000772,0.253929916326903,0.267076540623735,0.262886595962252,0.453025113804376,0.480562582737606,0.546693413003114,NA,NA,NA,NA,NA,NA,NA,NA
"24",0.176434819664076,0.094802903134649,NA,0.154083397661042,0.176889519419716,0.185296429791713,0.170209574186785,0.188734720143198,0.186159546500696,0.336441168363523,0.292982740429683,0.293898296568499,0.503171995253748,0.526305428272796,0.507967982661387,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.159724400993351,0.064406395363275,NA,0.152628133341384,0.172225398217615,0.135463069799565,0.159428939164992,0.159716031732019,0.172530592311184,0.215645400584014,0.24894460840618,0.236436983568841,0.373420099463369,0.418490200870093,0.422491491219186,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.118900013483693,0.0662663945360485,NA,0.11373524036496,0.134029827346989,0.136238842774356,0.133280288431205,0.138681142853595,0.157419324672842,0.266371305005734,0.259840631672687,0.250210883787189,0.496075575458197,0.435099825248149,0.49146723399446,NA,NA,NA,NA,NA,NA,NA,NA
